names,orig_lang,budget_x,revenue,country,number_of_oscar_winners,main_genre,release_month,release_year
Blue Bayou,English,5389600,750000,AU,0,Drama,11,2021
Against All Odds,English,153000000,439087989.2,US,1,Action,03,1984
Lincoln,English,65000000,273346281,AU,2,History,01,2013
Wuthering Heights,English,8000000,2721534,US,0,Drama,10,1992
The Town that Dreaded Sundown,English,107000000,297177664,US,0,Thriller,10,2014
The Seven Year Itch,English,1800000,12000000,US,0,Comedy,06,1955
The First Wives Club,English,30000000,181489203,AU,2,Comedy,10,1996
Sun and Concrete,German,65580000,608028318.4,DE,0,Drama,03,2023
4x4,"Spanish, Castilian",3000000,1292773,ES,0,Thriller,07,2020
The Invisible Maniac,English,101800000,836011985.4,US,0,Science Fiction,07,1990
The Thomas Crown Affair,English,48000000,124304264,AU,1,Drama,08,1999
Kwaidan,Japanese,82180000,384540881,JP,0,Fantasy,12,1964
Harmonie,Japanese,57400000,571483832,JP,0,Animation,03,2014
Adult World,English,150600000,414413080.2,US,0,Comedy,04,2013
Still: A Michael J. Fox Movie,English,15541000,38139010,US,0,Documentary,01,2023
Full Time,French,3000000,97730594.4,AU,0,Drama,07,2022
Daphne & Velma,English,119600000,484346724.8,US,0,Comedy,04,2018
XOXO,English,93600000,186333762.2,US,0,Music,08,2016
Awakening the Zodiac,English,130200000,342340365.6,US,0,Crime,06,2017
Arabian Nights,Italian,77200000,452590138.8,IT,0,Comedy,06,1974
Hypnotic,English,223940000,178359863,US,0,Crime,05,2023
The Relic,English,60000000,33956608,AU,0,Horror,05,1997
David Attenborough: A Life on Our Planet,English,139800000,1075683451.4,AU,0,Documentary,09,2020
Smile,English,17000000,216049734,US,0,Comedy,07,1975
Paradise Alley,English,8301468,7185518,US,0,Action,09,1978
A.I. Rising,English,395168,3280243.8,AU,0,Science Fiction,12,2020
The Admiral: Roaring Currents,Korean,9500000,112156811,AU,0,War,09,2014
Hollywood Chainsaw Hookers,English,23000,50285165.2,US,0,Comedy,03,1988
The Last Shift,English,80000000,475701740.6,US,0,Comedy,01,2020
The Package,English,128800000,381292886.6,US,1,Crime,08,1989
Viral,English,1890009.2,551760,US,0,Drama,07,2016
Murder by Numbers,English,50000000,56643267,AU,1,Crime,08,2002
The Sky Crawlers,Japanese,109040000,388149760.2,AU,0,Action,05,2009
"Surfer, Dude",English,6000000,36497,AU,1,Comedy,02,2009
Silent Running,English,1100000,0,AU,0,Adventure,03,1972
My Life in Ruins,English,17000000,20477425,US,1,Comedy,06,2009
The 15:17 to Paris,English,30000000,56096200,AU,0,Thriller,02,2018
Like Water for Chocolate,"Spanish, Castilian",2000000,21744201,MX,0,Drama,04,1992
Good Burger,English,8500000,23700000,US,0,Family,07,1997
Pooka!,English,213400000,404133273.8,US,0,Horror,12,2018
Don't Tell a Soul,English,62500000,520816421.6,US,0,Crime,01,2021
Ramona and Beezus,English,15000000,27469621,US,0,Comedy,07,2010
102 Dalmatians,English,85000000,66941559,US,0,Family,11,2000
Rushmore,English,10000000,19080435,US,0,Comedy,12,1998
Kung Fu Panda Holiday,English,93980000,614670527.8,US,1,Animation,11,2010
Psychokinesis,Korean,80400000,352676017,KR,0,Fantasy,01,2018
The 100 Candles Game,English,6100000,252494,US,0,Horror,10,2020
"My Rosy Life, His Rosy Passion",Japanese,81200000,472749495.2,JP,0,Drama,12,2014
Ratter,English,500000,3269690.6,US,0,Drama,01,2015
Crypto,English,7940000,20440,US,0,Thriller,04,2019
Get Hard,English,40000000,111711453,AU,0,Comedy,03,2015
Scooby-Doo! Legend of the Phantosaur,English,198000000,504812775.4,AU,0,Family,06,2012
Death Note: Light Up the New World,Japanese,104000000,986244834.4,AU,0,Crime,11,2016
The Roommate,English,16000000,52545707,US,0,Thriller,02,2011
The Body,"Spanish, Castilian",89300000,459843550.4,ES,0,Thriller,12,2012
My Best Fiend,German,79500000,708023892.4,DE,0,Documentary,10,1999
Bent,English,6140017.8,55429,US,0,Thriller,03,2018
Kill Your Darlings,English,1030064,128899822.4,US,0,Drama,10,2013
"OSS 117: Cairo, Nest of Spies",French,132000000,587519945.2,AU,1,Crime,11,2008
This Is It,English,60000000,261200000,US,0,Music,10,2009
Homejack Quartet,Japanese,73800000,346352260.6,JP,0,Drama,11,2018
Whisper,English,12000000,5285197,US,0,Crime,11,2007
Too Old for Fairy Tales,Polish,122600000,281762561.4,PL,0,Family,03,2022
The Saint,English,90000000,169400000,AU,0,Thriller,04,1997
Song for Marion,English,35504639.8,1697294,GB,0,Music,02,2013
Red Joan,English,139000000,548469015.6,AU,0,Thriller,06,2019
Double Lover,French,7110000,4248574,AU,0,Romance,07,2018
Resistance,English,44720000,449753,AU,0,War,07,2020
Hunt for the Wilderpeople,English,2500000,23900842,AU,0,Adventure,05,2016
Dracula,English,104880,3500000,US,0,Horror,05,1958
"Marion, 13 ans pour toujours",French,119000000,661124731.6,FR,0,Drama,09,2016
Friend Request,English,9900000,11310835,DE,0,Horror,01,2016
3-Headed Shark Attack,English,116300000,908280082,US,0,Science Fiction,07,2015
Obsessed,English,20000000,73964713,US,0,Drama,04,2009
Thale,Norwegian,100800000,116911978,NO,0,Horror,02,2012
Tower Block,English,106200000,461470455.2,GB,0,Thriller,09,2012
A Vigilante,English,120000000,416006494.2,AU,0,Thriller,06,2018
Rumble Fish,English,10000000,2494480,AU,1,Action,10,1984
Bringing Down the House,English,20000000,164675402,AU,0,Comedy,05,2003
My Super Ex-Girlfriend,English,30000000,60772856,AU,0,Comedy,07,2006
Mary Shelley's Frankenstein,English,45000000,112006296,AU,1,Drama,12,1994
My Cousin Vinny,English,11000000,52929168,AU,0,Comedy,05,1992
Little Nemo: Adventures in Slumberland,Japanese,126000000,404506361,JP,0,Adventure,07,1989
Song of the Sea,English,16311197,857522,DK,0,Family,02,2015
Gentlemen Prefer Blondes,English,2300000,5300000,AU,0,Music,06,1987
More Than Miyagi: The Pat Morita Story,English,81500000,563588855,US,0,Documentary,02,2021
Kill the Messenger,English,5000000,6656705,US,0,Crime,10,2014
Wild at Heart,English,9500000,14560247,AU,1,Crime,11,1990
Wet Highway,Japanese,97140000,181655466.4,JP,0,Thriller,12,1971
An American Tail: The Treasure of Manhattan Island,English,112800000,520553499.6,US,0,Family,02,2000
Night Watch,Russian,10000000,50336279,AU,0,Fantasy,09,2005
Wishmaster 3: Beyond the Gates of Hell,English,1500000,2264858.8,US,0,Thriller,10,2001
Nobody's Fool,English,19000000,29152618,AU,0,Comedy,03,2019
Earth and Blood,French,38200000,319040588.8,FR,0,Action,04,2020
Miley Cyrus – Endless Summer Vacation (Backyard Sessions),English,104600000,959282104.2,US,0,Music,03,2023
Time Adventure: 5 Seconds Til Climax,Japanese,79000000,373478210.2,JP,0,Comedy,12,1986
Alfie,English,40000000,35195939,US,1,Comedy,11,2004
Rashomon,Japanese,250000,96568,AU,0,Crime,03,1952
Videodrome,English,5952000,2120755,AU,0,Horror,11,1984
Dream of JINSIA,Korean,181600000,175269998.8,KR,0,Romance,06,2018
Oro y Polvo,"Spanish, Castilian",81500000,563588855,MX,0,NA,04,2016
Intimacy,English,80400000,336952152,FR,0,Romance,03,2001
Your Name Engraved Herein,Chinese,150600000,595004425.6,TW,0,Romance,09,2020
How Do You Know,English,120000000,48668907,AU,2,Comedy,01,2011
Loving Annabelle,English,1000000,5382,AU,0,Drama,03,2006
Colonials,English,157540000,178359863,US,0,Science Fiction,04,2023
Romance: Mother's Friend,Korean,201940000,38157314,KR,0,Romance,07,2018
The Beast,French,148400000,417797991.4,FR,0,Horror,08,1975
Things Heard & Seen,English,70740000,431298841.2,AU,1,Horror,04,2021
Larry Crowne,English,30000000,61449135,AU,2,Comedy,07,2011
Firestarter,English,15000000,15136870,AU,3,Horror,09,1984
The Professor and the Madman,English,25000000,6353847,AU,1,History,02,2020
The Swan Princess: A Royal Family Tale,English,30000000,203520323.2,US,0,Family,02,2014
Into the Labyrinth,Italian,4000000,2514679,IT,1,Thriller,10,2019
Airport '77,English,6000000,30000000,US,2,Action,03,1977
A Troll in Central Park,English,23000000,71368,US,0,Fantasy,10,1994
Blank Check,English,13000000,62543292.8,AU,0,Comedy,09,1994
The American President,English,62000000,107822813,AU,1,Comedy,12,1995
Two Mules for Sister Sara,English,2500000,5050000,MX,1,Adventure,08,1970
Dangerous Liaisons,French,24200000,10447579,FR,0,Drama,07,2022
Dangerous Liaisons,French,14000000,34700000,FR,0,Drama,07,2022
"Sex First, Love Second",Korean,63000000,652818078,KR,0,Romance,08,2017
Kaamelott: The First Chapter,French,17516235,19002036,FR,0,Adventure,07,2021
Tekkonkinkreet,Japanese,4200000,73119058.2,JP,0,Animation,10,2006
Goodbye Christopher Robin,English,33400939.2,7299662,AU,0,Family,11,2017
Love Story,English,2200000,136400000,AU,1,Romance,02,2007
Mr. Six,Chinese,250000,204500032.6,AU,0,Crime,01,2016
Pathfinder,English,45000000,30822861,AU,0,Adventure,06,2007
Zero Fucks Given,French,115500000,365470598,FR,0,Comedy,03,2022
Asphalt Burning,Norwegian,8129089,21236029.8,NO,0,Action,10,2020
Fright Night Part 2,English,39452225.8,2983784,US,0,Horror,12,1988
The Light Between Oceans,English,20000000,22281732,AU,0,Drama,10,2016
Ted K,English,108000000,231592198.6,US,0,Drama,02,2022
Sweet Whip,Japanese,83000000,573531148,JP,0,Thriller,09,2013
Triumph of the Will,German,90100000,414551647.4,DE,0,Documentary,03,1935
The Devil's Rejects,English,7000000,20901859,AU,0,Drama,10,2005
Skin,English,47220616.4,319773152.6,US,0,Drama,08,2018
The Personal History of David Copperfield,English,15600000,13207442,AU,0,Comedy,07,2020
Island of Fire,Cantonese,175000000,580671589.2,HK,0,Crime,08,1991
Странный дом,Russian,228540000,175269998.8,RU,0,Science Fiction,04,2023
10x10,English,5860000,68260,US,0,Thriller,04,2018
The Misfits,English,4000000,8200000,AU,1,Western,04,1961
Baby on Board,English,8000000,2862233.6,US,0,Comedy,06,2009
Chaplin,English,31000000,9493259,AU,1,Drama,02,1993
The Dark Crystal,English,15000000,40577001,AU,0,Adventure,04,1983
Hope Springs,English,30000000,133085295,AU,1,Drama,08,2012
Now and Then,English,12000000,27400000,AU,0,Comedy,03,1996
My Big Fat Greek Wedding,English,5000000,374890034,AU,0,Comedy,06,2002
Delivery Man,English,22000000,55616322,AU,0,Comedy,12,2014
Hunter Hunter,English,126000000,251777647.4,AU,0,Horror,04,2021
Precious Cargo,English,10500000,100659,US,0,Action,04,2016
Spencer,English,18000000,14000000,AU,0,Drama,01,2022
Fate/stay night: Unlimited Blade Works,Japanese,119940523.8,257908954.2,AU,0,Action,01,2013
Thank You for Smoking,English,6500000,24793509,AU,1,Comedy,08,2006
Restraint,English,134200000,264583010.6,AU,0,Drama,08,2008
U Turn,English,19000000,6682098,US,2,Crime,10,1997
Jesus,"Spanish, Castilian",73800000,346352260.6,ES,0,Drama,09,2016
Seance,English,70740000,431298841.2,AU,0,Horror,09,2021
The Birdcage,English,31000000,185260553,AU,1,Comedy,04,1996
The Red Ghost,Russian,82400000,336480694.6,RU,0,War,06,2020
Countdown to Death: Pablo Escobar,"Spanish, Castilian",111600000,767228967.6,CO,0,Documentary,01,2017
Kuch Kuch Hota Hai,Hindi,153000,15306000,IN,0,Romance,10,1998
The Candy Witch,English,81200000,642941655.2,GB,0,Horror,06,2020
The Sisters S-Scandal,Korean,9541040,160966606.8,KR,0,Drama,08,2017
Get Over It,English,10000000,19860259,US,0,Comedy,03,2001
"Men, Women & Children",English,37595000,461162,AU,1,Drama,12,2014
13 Ghosts,English,70740000,431298841.2,US,0,Horror,08,1960
Shinjuku Incident,Cantonese,15000000,5461200,HK,0,Drama,04,2009
The Book Thief,English,19000000,76086711,AU,1,Drama,01,2014
Geek Charming,English,115800000,516948295.2,US,0,Comedy,11,2011
Behind the Curve,English,90000000,433079565.6,AU,0,Documentary,02,2019
Operation Y and Other Shurik's Adventures,Russian,67800000,791480522.4,SU,0,Comedy,07,1965
The Last Mimzy,English,7855689,27308918,US,0,Drama,02,2007
Never Look Away,German,29073270.6,4831836,AU,0,Drama,06,2019
Monk Comes Down the Mountain,Chinese,102400000,432729205.6,CN,0,Action,07,2015
The Scarlet Letter,English,50000000,10359006,US,2,Drama,10,1995
Mother,Korean,5000000,17112713,KR,0,Crime,05,2009
Juice,English,5000000,20146880,US,0,Crime,01,1992
Femme Fatale,English,35000000,16830252,AU,0,Thriller,10,2008
The Mexican,English,40000000,145238250,AU,2,Action,04,2001
Pet Girl: Secret Helper,Korean,101800000,567601271.2,KR,0,Drama,12,2020
The Flood,Russian,174600000,175269998.8,RU,0,Drama,04,2023
Sleeping Beauties,English,139500000,875460451.2,US,0,Fantasy,07,2017
Christmas with the Kranks,English,50000000,96469187,AU,0,Comedy,12,2004
Cruel Intentions 3,English,89200000,450005002.8,US,0,Drama,05,2004
Mom's Friend 5,Korean,181600000,175269998.8,KR,0,Romance,08,2018
Body of Evidence,English,30000000,38000000,AU,1,Drama,01,1993
American Psycho II: All American Girl,English,10000000,7515217.4,US,0,Horror,04,2002
Ardor,Korean,74200000,937727043.8,KR,0,Drama,11,2002
Breathless,French,7000000,19910002,FR,0,Drama,03,1960
Hijra in Between,Chinese,118200000,1160524937,TW,0,Romance,06,2018
Descarrilados,"Spanish, Castilian",88200000,557019596.4,ES,0,Comedy,08,2021
Woman in Gold,English,11000000,58586407,AU,1,Drama,05,2015
Fantasia 2000,English,80000000,60655420,AU,0,Animation,06,2000
Steel Magnolias,English,15000000,95904091,AU,3,Comedy,02,1990
The Photographer of Mauthausen,"Spanish, Castilian",103171600,648212671,ES,0,Drama,10,2018
The Monster,English,2700000,3840741,US,0,Horror,11,2016
Real Genius,English,8000000,12952019,AU,0,Comedy,05,1986
Looney Tunes: Rabbits Run,English,120540000,447168573.6,US,0,Comedy,08,2015
3 Ninjas Knuckle Up,English,4140000,413479,US,0,Family,04,1995
Kramer vs. Kramer,English,8000000,106260000,AU,2,Drama,03,1980
Let the Bullets Fly,Chinese,24309793.2,104731450,CN,0,Action,12,2010
A Hollywood Christmas,English,51400000,229180648.2,US,0,Comedy,12,2022
Snow Falls,English,102800000,545695337.6,US,0,Horror,01,2023
New York Minute,English,40000000,21156715,US,0,Comedy,05,2004
The Twins Effect II,Cantonese,150000000,409534228.6,HK,0,Action,08,2004
The French Connection,English,2200000,41159421,AU,1,Action,03,1972
Mickey's Christmas Carol,English,3000000,21000000,AU,0,Family,12,1983
An American Tail,English,9000000,84542002,AU,0,Drama,12,1986
Lucid Dream,Korean,5000000,150216296,KR,0,Science Fiction,02,2017
Wolf Creek,English,1100000,29005064,AU,0,Horror,11,2005
Slam Dunk: The Movie,Japanese,115600000,532253396.2,JP,0,Drama,03,1994
Father of the Bride Part II,English,9540689,76594107,US,1,Comedy,12,1995
The Human Stain,English,30000000,24900000,US,2,Drama,10,2003
Of Love and Shadows,English,92000000,440080922.2,US,0,Drama,05,1994
The Squad,"Spanish, Castilian",124000000,864709288.8,CO,0,Drama,10,2011
Trauma Center,English,20400000,92968,US,0,Action,12,2019
Love The Way You Are,Chinese,116000000,246937806.8,CN,0,Romance,06,2019
Cyborg X,English,1000000,51647856.4,US,0,Action,05,2016
Rigodon,Tagalog,22361,31307,PH,0,Thriller,11,2012
Donkey X,"Spanish, Castilian",18000000,7365250,ES,0,Family,12,2007
Nothing to Lose,English,25000000,44480039,AU,0,Comedy,11,1997
Cry-Baby,English,11000000,8266343,AU,0,Comedy,06,1990
Die in a Gunfight,English,79000000,455162258.6,AU,0,Action,09,2021
Taming The Younger Sister-in-Law,Korean,127800000,578598408,KR,0,Drama,12,2020
Creepshow 2,English,3500000,14000000,AU,0,Horror,05,1987
The Age of Shadows,Korean,9620000,53165427,KR,0,Action,09,2016
The Big Country,English,26473270.6,3500000,US,2,Drama,10,1958
The Making of 'Scarface',English,101700000,716719914.2,US,1,Documentary,03,1998
Philomena,English,12000000,98963392,AU,0,Drama,12,2013
Camera Buff,Polish,70800000,468151738.8,PL,0,Drama,11,1979
Fun and Fancy Free,English,67560000,757864201.4,AU,0,Animation,05,1948
Becoming Jane,English,16500000,39380831,GB,1,Romance,03,2007
Blood and Chocolate,English,15000000,6551310,US,0,Drama,01,2007
Saint Omer,French,95600000,305560367.8,FR,0,Drama,11,2022
Destruction: Los Angeles,English,85200000,672793434.8,FR,0,Action,09,2017
The Land Before Time VII: The Stone of Cold Fire,English,108800000,405071923.2,US,0,Adventure,12,2000
Dreams,Japanese,107000000,620494472.2,US,0,Fantasy,05,1990
Omen III: The Final Conflict,English,4490000,20471382,US,0,Horror,03,1981
The Right Stuff,English,27000000,21500213,AU,0,Drama,02,1984
Resident Evil: Extinction,English,45000000,149871103,AU,0,Horror,10,2007
The Convent,English,75200000,464836745.2,US,0,History,05,2019
Are We Done Yet?,English,5950000,58400000,US,0,Family,04,2007
Blackfish,English,29551333.2,2063312,AU,0,Documentary,06,2013
Closed Circuit,English,13601468,5750401,US,0,Mystery,08,2013
xxxHOLiC The Movie: A Midsummer Night's Dream,Japanese,77000000,466288976,JP,0,Animation,08,2005
The Rig,English,3000000,2809996,US,0,Action,10,2010
The Taking of Tiger Mountain,Chinese,41021120,141654055,CN,0,Thriller,12,2014
King Kong vs. Godzilla,Japanese,70100000,12550000,JP,0,Action,08,1962
Elvis,English,85000000,279854594,US,0,Drama,02,1979
Point Blank,English,3000000,0,US,0,Action,07,2019
Waking Life,English,3184561.8,3176880,US,0,Animation,10,2001
Kim Possible: A Sitch In Time,English,85000000,481348079.4,US,0,TV Movie,11,2003
Head in the Clouds,English,122800000,679624891.4,AU,1,Drama,06,2005
Another Gay Movie,English,500000,745327,US,0,Comedy,04,2006
Darkman,English,16000000,48878502,AU,1,Action,01,1991
Nezha,Chinese,75600000,439951557.8,TW,0,Action,01,2021
Yi Yi,Chinese,124000000,517060315.4,TW,0,Drama,07,2017
The Accused,English,71200000,530413654.6,AU,1,Drama,03,1989
I'm Not There,English,20000000,4001121,US,1,Drama,12,2007
Return to Jurassic Park,English,93200000,428617262.2,US,0,Documentary,02,2011
One Crazy Summer: A Look Back at Gravity Falls,English,81000000,345336673.4,US,0,Documentary,07,2018
Sphere,English,73000000,50168294,AU,1,Science Fiction,04,1998
Green Snake,Chinese,7911023.8,87212911,CN,0,Animation,07,2021
Nefarious,English,244940000,175269998.8,US,0,Horror,04,2023
Bunks,English,142600000,251539512.8,CA,0,TV Movie,10,2013
Cadillac Records,English,12000000,8942516,AU,1,Drama,04,2009
Vertigo,No Language,200,1240261.6,IR,0,Drama,08,2016
Stripes,English,10000000,85300000,AU,0,Action,12,1981
Pope Joan,English,56000004,28748076,US,0,Drama,10,2009
Running Scared,English,17000000,9729088,AU,0,Action,04,2006
Detective Conan: The Private Eyes' Requiem,Japanese,133000000,276232142.6,JP,0,Animation,04,2006
Scooby-Doo and the Alien Invaders,English,122400000,540223099.2,US,0,Animation,10,2000
Mortadelo and Filemon: Mission Implausible,"Spanish, Castilian",10000000,295961253.6,ES,0,Comedy,11,2014
Total Eclipse,English,37595000,339889,FR,0,Drama,02,1997
House of Pleasures,French,95600000,305560367.8,FR,0,Drama,09,2011
Extraordinary Mission,Chinese,250000,197804602.6,CN,0,Action,03,2017
It's a SpongeBob Christmas!,English,124000000,444922432.8,US,0,Family,12,2012
Tom and Jerry: The Magic Ring,English,135800000,514285091.2,US,0,Family,03,2002
Set It Up,English,143600000,309828687,AU,0,Romance,06,2018
Palo Alto,English,1000000,1156309,US,0,Drama,05,2014
Stephanie,English,195200000,1016114292.6,US,0,Horror,04,2017
100 Feet,English,10000000,1415804,AU,0,Horror,07,2008
I Give It a Year,English,8659000,29128433,AU,1,Comedy,02,2013
Greedy,English,12040000,13145977,AU,0,Comedy,04,1994
